"itemName","itemType","itemTypeIndex","rareza","price","hp","mana","ataque","defensa","velocidadAtaque","ataqueCritico","danoCritico","suerte","destreza","nivel","price_scaled","hp_scaled","mana_scaled","ataque_scaled","defensa_scaled","velocidadAtaque_scaled","ataqueCritico_scaled","danoCritico_scaled","suerte_scaled","destreza_scaled","nivel_scaled","asset_path","guid"
"Guantes de Colossus Titanus","Guantes","6","Legendario","720","0","0","98415","0","120","6","69","4","1600","1","92","0","0","15","0","458","223","205","88","56","1","Assets\Items\Titan Guantes II.asset","141972c5dff043cd90788fc26f4bd766"
"Guantes de Explorator Peregrinus","Guantes","6","Raro","216","0","0","810","0","55","2","30","2","80","1","16","0","0","1","0","188","45","65","30","3","1","Assets\Items\Cazador Guantes I.asset","cae68f238eb240b19924068a435725f7"
"Guantes de Explorator Praedator","Guantes","6","Raro","302","0","0","1620","0","65","3","36","2","120","1","29","0","0","1","0","230","90","87","30","5","1","Assets\Items\Cazador Guantes III.asset","6f999bb505c749b291bd8198ff97fe9d"
"Guantes de Explorator Venator","Guantes","6","Raro","259","0","0","1215","0","60","3","33","2","100","1","22","0","0","1","0","209","90","76","30","4","1","Assets\Items\Cazador Guantes II.asset","9bdc581b5b5f4010bc2fb4cdd58f2bcc"
"Guantes de Infernum Abyssus","Guantes","6","Demoniaco","2285","0","0","1180980","0","155","8","90","6","7680","1","330","0","0","167","0","604","311","280","146","267","1","Assets\Items\Abismo Guantes III.asset","d8cc4ddd0fd34b72a9a9f2d1dc342107"
"Guantes de Infernum Inferus","Guantes","6","Demoniaco","1958","0","0","885735","0","150","8","87","5","6400","1","280","0","0","126","0","583","311","269","117","222","1","Assets\Items\Abismo Guantes II.asset","43e114bcbf17448bbe390c3f03148a61"
"Guantes de Infernum Limbus","Guantes","6","Demoniaco","1632","0","0","590490","0","145","8","84","5","5120","1","231","0","0","84","0","562","311","258","117","178","1","Assets\Items\Abismo Guantes I.asset","47113f2c553c4174ac70abb7f83a6875"
"Guantes de Legionarius Centuria","Guantes","6","Excelente","605","0","0","3645","0","75","4","42","2","200","1","75","0","0","2","0","271","134","108","30","8","1","Assets\Items\Conquistador Guantes II.asset","60b0e6861f2f442fac794ecacfc11013"
"Guantes de Legionarius Cohors","Guantes","6","Excelente","504","0","0","2430","0","70","3","39","2","160","1","59","0","0","1","0","250","90","98","30","6","1","Assets\Items\Conquistador Guantes I.asset","3fd7e9731dfb4905ac857b51343a0f70"
"Guantes de Legionarius Legio","Guantes","6","Excelente","706","0","0","4860","0","80","4","45","2","240","1","90","0","0","2","0","292","134","119","30","9","1","Assets\Items\Conquistador Guantes III.asset","2e2095b390154985850834cdc791bde6"
"Guantes de Pontifex Divinus","Guantes","6","Celestial","1555","0","0","295245","0","135","7","78","5","3200","1","219","0","0","43","0","521","267","237","117","112","1","Assets\Items\Serafin Guantes II.asset","c696003f5b344de6a454942c6d0d3279"
"Guantes de Pontifex Sacrum","Guantes","6","Celestial","1296","0","0","196830","0","130","7","75","4","2560","1","180","0","0","29","0","500","267","226","88","89","1","Assets\Items\Serafin Guantes I.asset","7a070e79fa7f485bb346dc596bcccb2f"
"Guantes de Pontifex Sanctus","Guantes","6","Celestial","1814","0","0","393660","0","140","8","81","5","3840","1","258","0","0","56","0","541","311","248","117","134","1","Assets\Items\Serafin Guantes III.asset","fa8fea99b9084fb69049a9db54aadd1a"
"Guantes de Roma Gloria","Guantes","6","Epico","974","0","0","14580","0","95","5","54","3","480","1","131","0","0","3","0","354","178","151","59","17","1","Assets\Items\Heroe Guantes III.asset","0755262d74814592a0b5fb84c0f4068d"
"Guantes de Roma Honor","Guantes","6","Epico","835","0","0","10935","0","90","4","51","3","400","1","110","0","0","3","0","334","134","140","59","15","1","Assets\Items\Heroe Guantes II.asset","a1055047fb574a09b8b999d3ebf6f2fd"
"Guantes de Roma Virtus","Guantes","6","Epico","696","0","0","7290","0","85","4","48","3","320","1","88","0","0","2","0","313","134","130","59","12","1","Assets\Items\Heroe Guantes I.asset","1047cec53aa74a31b03655820b96bda3"
"Guantes de Speculator Occultus","Guantes","6","Etereo","571","0","0","43740","0","110","6","63","4","960","1","69","0","0","7","0","417","223","183","88","34","1","Assets\Items\Fantasma Guantes III.asset","c987832a94214454a2537365a6b6df18"
"Guantes de Speculator Silentium","Guantes","6","Etereo","490","0","0","32805","0","105","5","60","4","800","1","57","0","0","6","0","396","178","173","88","28","1","Assets\Items\Fantasma Guantes II.asset","5432f2467e6747e5b819fc4d015923b9"
"Guantes de Speculator Umbra","Guantes","6","Etereo","408","0","0","21870","0","100","5","57","3","640","1","45","0","0","4","0","375","178","162","59","23","1","Assets\Items\Fantasma Guantes I.asset","b45c80e68cb24bb8b9c532dacd449e61"
"Guantes de Tiro Imperium","Guantes","6","Comun","168","0","0","180","0","35","1","18","1","30","1","8","0","0","1","0","105","1","22","1","2","1","Assets\Items\Aprendiz Guantes III.asset","efded8bb5bbe4f08a84fc8f5d99501ef"
"Guantes de Tiro Rudimentum","Guantes","6","Comun","120","0","0","90","0","25","1","12","0","20","1","1","0","0","1","0","63","1","1","0","1","1","Assets\Items\Aprendiz Guantes I.asset","64950fcfacef4677ba192fb52887c7ce"
"Guantes de Tiro Veteranum","Guantes","6","Comun","144","0","0","135","0","30","1","15","1","25","1","5","0","0","1","0","84","1","12","1","2","1","Assets\Items\Aprendiz Guantes II.asset","6ebe76a94dc64daa9a4a200490e50690"
"Guantes de Ultima Roma Aeternitas","Guantes","6","Extremo","2050","0","0","3542940","0","170","9","99","6","15360","1","294","0","0","500","0","666","356","312","146","533","1","Assets\Items\Apocalipsis Guantes III.asset","6373284b0cc44ae6ade5ac7f4c9c10f5"
"Guantes de Ultima Roma Cataclysmus","Guantes","6","Extremo","1757","0","0","2657205","0","165","9","96","6","12800","1","250","0","0","375","0","645","356","301","146","444","1","Assets\Items\Apocalipsis Guantes II.asset","03a29285af01416a81b5affc1676f25e"
"Guantes de Ultima Roma Exitium","Guantes","6","Extremo","1464","0","0","1771470","0","160","9","93","6","10240","1","205","0","0","250","0","624","356","291","146","356","1","Assets\Items\Apocalipsis Guantes I.asset","b55bdef45296432f850b961a26fc2f16"
"Montura de Augur Omen","Montura","0","Epico","750","1125","0","360","180","0","0","0","2","0","1","97","1","0","1","1","0","0","0","30","0","1","Assets\Items\Arcano Montura I.asset","4a8fb61df759ec84bb4e36317b7353ff"
"Montura de Augur Oraculum","Montura","0","Epico","1500","2250","0","720","360","0","0","0","3","0","1","211","1","0","1","1","0","0","0","59","0","1","Assets\Items\Arcano Montura III.asset","c487b9e7ba6015944874bd02e77ca9b9"
"Montura de Augur Ritus","Montura","0","Epico","750","1688","0","540","270","0","0","0","2","0","1","97","1","0","1","1","0","0","0","30","0","1","Assets\Items\Arcano Montura II.asset","d54c80340c956e549b054e5883f67703"
"Montura de Colossus Colossus","Montura","0","Legendario","3600","546750","0","174960","87480","0","0","0","9","0","1","529","19","0","26","13","0","0","0","232","0","1","Assets\Items\Titan Montura III.asset","e3f6ea9ca9c22ea41bcc152fe2ca3acb"
"Montura de Colossus Moles","Montura","0","Legendario","1800","273375","0","87480","43740","0","0","0","8","0","1","256","10","0","13","7","0","0","0","203","0","1","Assets\Items\Titan Montura I.asset","05d7ee47e9eea634fb85eaef9431f97d"
"Montura de Colossus Titanus","Montura","0","Legendario","1800","410062","0","131220","65610","0","0","0","8","0","1","256","15","0","19","10","0","0","0","203","0","1","Assets\Items\Titan Montura II.asset","782402d0baeb3cd45b028160db0985a1"
"Montura de Infernum Abyssus","Montura","0","Demoniaco","2400","4920750","0","1574640","787320","0","0","0","11","0","1","347","167","0","223","112","0","0","0","290","0","1","Assets\Items\Abismo Montura III.asset","5cb9b1dbc2a5d8d498dc1fdbb15ed3e3"
"Montura de Infernum Inferus","Montura","0","Demoniaco","1200","3690562","0","1180980","590490","0","0","0","11","0","1","165","126","0","167","84","0","0","0","290","0","1","Assets\Items\Abismo Montura II.asset","2c53ab064b6eef745bbd3781c458d6a1"
"Montura de Infernum Limbus","Montura","0","Demoniaco","1200","2460375","0","787320","393660","0","0","0","10","0","1","165","84","0","112","56","0","0","0","261","0","1","Assets\Items\Abismo Montura I.asset","0cdbf87cd57a3fc4b9d814ea629820d6"
"Montura de Legionarius Centuria","Montura","0","Raro","375","15188","0","4860","2430","0","0","0","5","0","1","40","2","0","2","1","0","0","0","117","0","1","Assets\Items\Conquistador Montura II.asset","fcd269da41653294799e129121db9ef0"
"Montura de Legionarius Cohors","Montura","0","Raro","375","10125","0","3240","1620","0","0","0","4","0","1","40","1","0","1","1","0","0","0","88","0","1","Assets\Items\Conquistador Montura I.asset","158c7dd5e7f277b409630c65785423fe"
"Montura de Legionarius Legio","Montura","0","Raro","750","20250","0","6480","3240","0","0","0","5","0","1","97","2","0","2","1","0","0","0","117","0","1","Assets\Items\Conquistador Montura III.asset","f3217967e50b75644a1c7b7816b32f0f"
"Montura de Pontifex Divinus","Montura","0","Legendario","2250","1230188","0","393660","196830","0","0","0","9","0","1","324","43","0","56","29","0","0","0","232","0","1","Assets\Items\Serafin Montura II.asset","59c1faf1a83d2df4693b3a00700bc31b"
"Montura de Pontifex Sacrum","Montura","0","Legendario","2250","820125","0","262440","131220","0","0","0","9","0","1","324","29","0","38","19","0","0","0","232","0","1","Assets\Items\Serafin Montura I.asset","776b1eb6a6a732e468c005ef2588b142"
"Montura de Pontifex Sanctus","Montura","0","Legendario","4500","1640250","0","524880","262440","0","0","0","10","0","1","666","56","0","75","38","0","0","0","261","0","1","Assets\Items\Serafin Montura III.asset","246f6772c037aba42b523358ab90cb11"
"Montura de Roma Gloria","Montura","0","Epico","1200","60750","0","19440","9720","0","0","0","6","0","1","165","3","0","4","2","0","0","0","146","0","1","Assets\Items\Heroe Montura III.asset","668c96d25633f404e86ecb2be52f671b"
"Montura de Roma Honor","Montura","0","Epico","600","45562","0","14580","7290","0","0","0","6","0","1","74","3","0","3","2","0","0","0","146","0","1","Assets\Items\Heroe Montura II.asset","ff2f322441800ff4c9a77d25f583a248"
"Montura de Roma Virtus","Montura","0","Epico","600","30375","0","9720","4860","0","0","0","5","0","1","74","2","0","2","2","0","0","0","117","0","1","Assets\Items\Heroe Montura I.asset","969014f1427facf49b87b1936b890b21"
"Montura de Speculator Occultus","Montura","0","Epico","1650","182250","0","58320","29160","0","0","0","7","0","1","233","7","0","9","5","0","0","0","174","0","1","Assets\Items\Fantasma Montura III.asset","8cb18c1626bbe96469528bef792a089f"
"Montura de Speculator Silentium","Montura","0","Epico","825","136688","0","43740","21870","0","0","0","7","0","1","108","6","0","7","4","0","0","0","174","0","1","Assets\Items\Fantasma Montura II.asset","f4e81056dfac0a945831f92c27adcc8d"
"Montura de Speculator Umbra","Montura","0","Epico","825","91125","0","29160","14580","0","0","0","7","0","1","108","4","0","5","3","0","0","0","174","0","1","Assets\Items\Fantasma Montura I.asset","c4df8ff08f2df604f93d2341e8bd8233"
"Montura de Ultima Roma Aeternitas","Montura","0","Demoniaco","2700","14762250","0","4723920","2361960","0","0","0","12","0","1","393","500","0","666","333","0","0","0","319","0","1","Assets\Items\Apocalipsis Montura III.asset","21fc7e76345002341892434bf7f15fee"
"Montura de Ultima Roma Cataclysmus","Montura","0","Demoniaco","1350","11071688","0","3542940","1771470","0","0","0","12","0","1","188","375","0","500","250","0","0","0","319","0","1","Assets\Items\Apocalipsis Montura II.asset","0fcf616c286a7fa4ab0ca9852547ecb9"
"Montura de Ultima Roma Exitium","Montura","0","Demoniaco","1350","7381125","0","2361960","1180980","0","0","0","11","0","1","188","250","0","333","167","0","0","0","290","0","1","Assets\Items\Apocalipsis Montura I.asset","c0ff100c8fceae5418c38c2971a4860d"
